YEAR,MM,DD,T2M_MAX,T2M_MIN,NAMES
1983,1,3,33.03,14.04,bobo
1983,1,4,32.49,14.52,bobo
1983,1,5,30.58,14.15,bobo
1983,1,6,28.55,12.84,bobo
1983,1,7,29.25,11.75,bobo
1983,1,8,29.82,12.92,bobo
1983,1,9,31.13,13.36,bobo
1983,1,10,31.65,13.8,bobo
1983,1,11,31.44,13.8,bobo
1983,1,12,32.09,14.07,bobo
1983,1,13,31.27,14.3,bobo
1983,1,14,30.77,14.17,bobo
1983,1,15,32.83,14.2,bobo
1983,1,16,33.51,14.79,bobo
1983,1,17,33.51,15.82,bobo
1983,1,18,34.79,15.99,bobo
1983,1,19,34.78,14.29,bobo
1983,1,20,34.36,13.8,bobo
1983,1,21,34.76,14.67,bobo
1983,1,22,34.51,15.54,bobo
1983,1,23,34.26,15.4,bobo
1983,1,24,33.25,15.44,bobo
1983,1,25,33.4,14.03,bobo
1983,1,26,32.36,13.69,bobo
1983,1,27,31.48,13.27,bobo
1983,1,28,31.01,13.69,bobo
1983,1,29,31.18,13.91,bobo
1983,1,30,31.32,13.42,bobo
1983,1,31,31.73,13.37,bobo
1983,2,1,32.5,14.55,bobo
1983,2,2,34.08,15.12,bobo
1983,2,3,34.67,14.9,bobo
1983,2,4,36.05,15.98,bobo
1983,2,5,36.55,16.12,bobo
1983,2,6,36.65,18.03,bobo
1983,2,7,36.94,19.8,bobo
1983,2,8,36.88,23.28,bobo
1983,2,9,34.36,23.77,bobo
1983,2,10,32.55,20.95,bobo
1983,2,11,36.42,22.89,bobo
1983,2,12,37.84,23.3,bobo
1983,2,13,35.18,24.39,bobo
1983,2,14,32.76,24.79,bobo
1983,2,15,35.97,23.55,bobo
1983,2,16,38.13,21.58,bobo
1983,2,17,38.32,19.72,bobo
1983,2,18,33.98,21.44,bobo
1983,2,19,37.52,20.69,bobo
1983,2,20,35.16,22.13,bobo
1983,2,21,38.3,19.6,bobo
1983,2,22,37.34,18.08,bobo
1983,2,23,38.3,17.29,bobo
1983,2,24,39.26,17.99,bobo
1983,2,25,38.47,21.72,bobo
1983,2,26,39.02,19.41,bobo
1983,2,27,37.16,21.09,bobo
1983,2,28,37.58,19.47,bobo
1983,3,1,35.91,20.4,bobo
1983,3,2,31.68,22.86,bobo
1983,3,3,35.12,19.4,bobo
1983,3,4,34.83,21.29,bobo
1983,3,5,38.43,20.52,bobo
1983,3,6,38.75,20.87,bobo
1983,3,7,39.09,21.12,bobo
1983,3,8,39.34,20.9,bobo
1983,3,9,39.23,21.24,bobo
1983,3,10,39.14,20.87,bobo
1983,3,11,37.56,20.7,bobo
1983,3,12,38.44,20.19,bobo
1983,3,13,38.76,20.33,bobo
1983,3,14,39.98,19.91,bobo
1983,3,15,40.65,20.42,bobo
1983,3,16,40.52,19.88,bobo
1983,3,17,39.78,19.7,bobo
1983,3,18,38.55,21.78,bobo
1983,3,19,39.82,21.7,bobo
1983,3,20,38.47,21.83,bobo
1983,3,21,38.62,21.76,bobo
1983,3,22,39.97,23.9,bobo
1983,3,23,39.72,20.64,bobo
1983,3,24,40.37,23.06,bobo
1983,3,25,40.73,23.34,bobo
1983,3,26,42.6,23.21,bobo
1983,3,27,40.73,23.82,bobo
1983,3,28,40.33,27.85,bobo
1983,3,29,41.38,28,bobo
1983,3,30,39.82,23.36,bobo
1983,3,31,39.22,22.23,bobo
1983,4,1,39.12,24.9,bobo
1983,4,2,35.86,27.49,bobo
1983,4,3,35.36,25.9,bobo
1983,4,4,37.55,25.23,bobo
1983,4,5,40.68,27.71,bobo
1983,4,6,41.7,26.36,bobo
1983,4,7,41.37,26.07,bobo
1983,4,8,41.38,25.87,bobo
1983,4,9,41.24,24.62,bobo
1983,4,10,41.35,24.12,bobo
1983,4,11,41.02,23.55,bobo
1983,4,12,41.33,27.56,bobo
1983,4,13,38.6,29.07,bobo
1983,4,14,40.1,26.61,bobo
1983,4,15,39.96,28.87,bobo
1983,4,16,39.26,28.95,bobo
1983,4,17,31.94,26.32,bobo
1983,4,18,35.42,24.78,bobo
1983,4,19,36.33,25.08,bobo
1983,4,20,37.63,24.73,bobo
1983,4,21,37.87,26.59,bobo
1983,4,22,32.07,25.9,bobo
1983,4,23,35.26,25.18,bobo
1983,4,24,36.42,25.03,bobo
1983,4,25,38.41,24.19,bobo
1983,4,26,37.63,25.41,bobo
1983,4,27,35.33,25.72,bobo
1983,4,28,39.96,25.33,bobo
1983,4,29,41.62,26.55,bobo
1983,4,30,42.4,27.79,bobo
1983,5,1,39.83,27.77,bobo
1983,5,2,32.12,26.85,bobo
1983,5,3,38.15,25.63,bobo
1983,5,4,34.29,25.9,bobo
1983,5,5,35.87,25.37,bobo
1983,5,6,36.48,25.13,bobo
1983,5,7,38.01,24.71,bobo
1983,5,8,39.32,25.28,bobo
1983,5,9,40.03,25.72,bobo
1983,5,10,40.19,26.62,bobo
1983,5,11,39.75,26.28,bobo
1983,5,12,39.25,26.67,bobo
1983,5,13,36.16,26.26,bobo
1983,5,14,33.37,26.11,bobo
1983,5,15,35.39,25.21,bobo
1983,5,16,30.83,23.59,bobo
1983,5,17,36.96,23.92,bobo
1983,5,18,35.76,24.87,bobo
1983,5,19,33.87,24.51,bobo
1983,5,20,32.73,24.11,bobo
1983,5,21,37.37,23.14,bobo
1983,5,22,37.2,24.08,bobo
1983,5,23,34.69,23.86,bobo
1983,5,24,36.95,23.61,bobo
1983,5,25,35.28,24.47,bobo
1983,5,26,33.86,24.12,bobo
1983,5,27,35.44,23.92,bobo
1983,5,28,33.92,24.06,bobo
1983,5,29,31.78,23.69,bobo
1983,5,30,32.95,23.53,bobo
1983,5,31,36.51,23.21,bobo
1983,6,1,35.38,23.83,bobo
1983,6,2,33.8,24.4,bobo
1983,6,3,35.81,22.96,bobo
1983,6,4,36.31,23.42,bobo
1983,6,5,36.02,23.69,bobo
1983,6,6,35.36,23.95,bobo
1983,6,7,33.26,24.17,bobo
1983,6,8,36.03,23.62,bobo
1983,6,9,35.86,24.02,bobo
1983,6,10,31.38,23.83,bobo
1983,6,11,31.97,22.94,bobo
1983,6,12,33.07,23.22,bobo
1983,6,13,36.13,22.62,bobo
1983,6,14,36.51,23,bobo
1983,6,15,32.98,23.76,bobo
1983,6,16,31.34,23.79,bobo
1983,6,17,33.07,22.81,bobo
1983,6,18,31.44,22.63,bobo
1983,6,19,29.97,23.46,bobo
1983,6,20,30.28,22.82,bobo
1983,6,21,30.49,23.13,bobo
1983,6,22,33.39,22.4,bobo
1983,6,23,34.56,23.76,bobo
1983,6,24,28.34,23.42,bobo
1983,6,25,31.07,22.4,bobo
1983,6,26,32.06,21.98,bobo
1983,6,27,33.35,22.37,bobo
1983,6,28,34.17,22.69,bobo
1983,6,29,34.41,22.63,bobo
1983,6,30,33.55,23.08,bobo
1983,7,1,33.63,22.58,bobo
1983,7,2,34.98,22.88,bobo
1983,7,3,32.58,22.71,bobo
1983,7,4,32.65,22.76,bobo
1983,7,5,29.9,22.66,bobo
1983,7,6,31.22,22,bobo
1983,7,7,32.33,21.9,bobo
1983,7,8,27.69,22.62,bobo
1983,7,9,30.81,21.43,bobo
1983,7,10,30.8,22.12,bobo
1983,7,11,31.3,22.62,bobo
1983,7,12,30.41,22.71,bobo
1983,7,13,30.41,22.19,bobo
1983,7,14,31.7,22.2,bobo
1983,7,15,28.64,21.71,bobo
1983,7,16,32.16,21.96,bobo
1983,7,17,29.12,22.99,bobo
1983,7,18,28.68,22.04,bobo
1983,7,19,32,21.03,bobo
1983,7,20,32.26,21.97,bobo
1983,7,21,31.81,21.96,bobo
1983,7,22,33.07,22.62,bobo
1983,7,23,NA,NA,bobo
1983,7,24,32.4,23.17,bobo
1983,7,25,30.8,22.89,bobo
1983,7,26,30.49,22.26,bobo
1983,7,27,30.53,21.33,bobo
1983,7,28,28.88,22.37,bobo
1983,7,29,29.83,21.92,bobo
1983,7,30,28.89,22.01,bobo
1983,7,31,28.09,21.4,bobo
1983,8,1,30.47,21.63,bobo
1983,8,2,31.01,21.84,bobo
1983,8,3,30.87,22.44,bobo
1983,8,4,28.93,22.45,bobo
1983,8,5,29.32,21.86,bobo
1983,8,6,29.81,22.33,bobo
1983,8,7,27.88,22.3,bobo
1983,8,8,28.51,21.73,bobo
1983,8,9,29.73,20.71,bobo
1983,8,10,31.76,21.83,bobo
1983,8,11,31.19,22.08,bobo
1983,8,12,29.23,22.49,bobo
1983,8,13,26.84,21.31,bobo
1983,8,14,30.11,19.57,bobo
1983,8,15,29.94,22.23,bobo
1983,8,16,31.8,21.9,bobo
1983,8,17,31.26,21.55,bobo
1983,8,18,30.22,21.75,bobo
1983,8,19,30.29,21.46,bobo
1983,8,20,29.22,22.43,bobo
1983,8,21,27.59,22.37,bobo
1983,8,22,28.87,21.3,bobo
1983,8,23,29.82,21.12,bobo
1983,8,24,31.62,21.4,bobo
1983,8,25,32.86,21.63,bobo
1983,8,26,31.8,22.15,bobo
1983,8,27,30.79,22.02,bobo
1983,8,28,30.3,22.27,bobo
1983,8,29,31.89,21.96,bobo
1983,8,30,30.96,21.79,bobo
1983,8,31,31.23,21.48,bobo
1983,9,1,32.73,21.9,bobo
1983,9,2,31.5,22.64,bobo
1983,9,3,31.83,21.75,bobo
1983,9,4,33.12,21.08,bobo
1983,9,5,34.22,22.1,bobo
1983,9,6,28.25,22.61,bobo
1983,9,7,30.07,21.38,bobo
1983,9,8,30.71,21.91,bobo
1983,9,9,32.75,20.99,bobo
1983,9,10,30.78,22.1,bobo
1983,9,11,30.53,21.43,bobo
1983,9,12,31.94,21.23,bobo
1983,9,13,30.82,21.29,bobo
1983,9,14,30.44,21.46,bobo
1983,9,15,30.23,21.9,bobo
1983,9,16,28.9,21.94,bobo
1983,9,17,28.75,21.79,bobo
1983,9,18,30.41,20.72,bobo
1983,9,19,29,20.36,bobo
1983,9,20,30.94,21.48,bobo
1983,9,21,29.48,21.18,bobo
1983,9,22,31.47,20.73,bobo
1983,9,23,30.9,21.54,bobo
1983,9,24,33.84,20.41,bobo
1983,9,25,34.18,20.15,bobo
1983,9,26,33.01,20.7,bobo
1983,9,27,31.49,20.65,bobo
1983,9,28,31.4,21.25,bobo
1983,9,29,32.9,21.37,bobo
1983,9,30,34.12,22.22,bobo
1983,10,1,33.62,22.52,bobo
1983,10,2,32.35,22.51,bobo
1983,10,3,33.6,21.98,bobo
1983,10,4,33.47,22.39,bobo
1983,10,5,34.44,22.31,bobo
1983,10,6,35,22.83,bobo
1983,10,7,37.12,21.8,bobo
1983,10,8,36.49,20.87,bobo
1983,10,9,36.75,21.44,bobo
1983,10,10,33.67,21.67,bobo
1983,10,11,37.06,21.08,bobo
1983,10,12,35.6,20.92,bobo
1983,10,13,36.95,23.61,bobo
1983,10,14,37.58,24.55,bobo
1983,10,15,36.46,23.7,bobo
1983,10,16,37.33,23.23,bobo
1983,10,17,36.58,23.28,bobo
1983,10,18,36.98,22.14,bobo
1983,10,19,36.87,23.65,bobo
1983,10,20,36.85,24.69,bobo
1983,10,21,36.96,24.25,bobo
1983,10,22,36.62,24.28,bobo
1983,10,23,34.58,25.49,bobo
1983,10,24,34.45,23.9,bobo
1983,10,25,36.64,22.35,bobo
1983,10,26,34.76,21.73,bobo
1983,10,27,37.21,20.65,bobo
1983,10,28,37.65,21.43,bobo
1983,10,29,37.3,20.03,bobo
1983,10,30,36.82,24.79,bobo
1983,10,31,37.89,23.93,bobo
1983,11,1,38.42,20.58,bobo
1983,11,2,38.45,20.19,bobo
1983,11,3,37.55,20.2,bobo
1983,11,4,37.12,21.84,bobo
1983,11,5,36.78,24.65,bobo
1983,11,6,36.55,25.15,bobo
1983,11,7,38.53,25.2,bobo
1983,11,8,38.58,22.09,bobo
1983,11,9,38.22,22.69,bobo
1983,11,10,38.72,23.63,bobo
1983,11,11,38.43,19.51,bobo
1983,11,12,37.59,18.91,bobo
1983,11,13,37.44,19.57,bobo
1983,11,14,38.07,17.2,bobo
1983,11,15,37.12,17.21,bobo
1983,11,16,37.87,18.87,bobo
1983,11,17,37.87,22.04,bobo
1983,11,18,37.79,24.65,bobo
1983,11,19,37.7,21.36,bobo
1983,11,20,37.73,22.12,bobo
1983,11,21,37.46,17.76,bobo
1983,11,22,36.93,17.8,bobo
1983,11,23,37.14,18.65,bobo
1983,11,24,37.55,19.92,bobo
1983,11,25,37.67,20.49,bobo
1983,11,26,35.91,19.45,bobo
1983,11,27,34.01,21.26,bobo
1983,11,28,36.23,18.9,bobo
1983,11,29,35.65,16.99,bobo
1983,11,30,35.07,16.12,bobo
1983,12,1,35.62,17.75,bobo
1983,12,2,35.6,20.34,bobo
1983,12,3,35.51,20.8,bobo
1983,12,4,33.87,22.39,bobo
1983,12,5,27.72,21.94,bobo
1983,12,6,36.02,19.49,bobo
1983,12,7,36.8,18.16,bobo
1983,12,8,36.98,18.53,bobo
1983,12,9,36.44,17.53,bobo
1983,12,10,35.29,17.14,bobo
1983,12,11,34.95,16.06,bobo
1983,12,12,34.87,16.65,bobo
1983,12,13,35.19,16.99,bobo
1983,12,14,36.06,17.26,bobo
1983,12,15,35.5,16.87,bobo
1983,12,16,36.61,17.28,bobo
1983,12,17,36.2,17.62,bobo
1983,12,18,36.78,19.01,bobo
1983,12,19,36.59,18.55,bobo
1983,12,20,35.45,18.11,bobo
1983,12,21,36.39,17.98,bobo
1983,12,22,35.28,18.48,bobo
1983,12,23,36.44,20.61,bobo
1983,12,24,35.99,16.73,bobo
1983,12,25,34.48,15.05,bobo
1983,12,26,34.69,15.17,bobo
1983,12,27,34.51,16.55,bobo
1983,12,28,34.31,16.35,bobo
1983,12,29,34.79,16.93,bobo
1983,12,30,34.67,16.98,bobo
1983,12,31,34.64,15.57,bobo
1984,1,1,35.23,15.46,bobo
1984,1,2,35.16,18.69,bobo
1984,1,3,36.19,18.34,bobo
1984,1,4,35.75,17.47,bobo
1984,1,5,35.76,17.59,bobo
1984,1,6,35.44,16.76,bobo
1984,1,7,33.3,16.41,bobo
1984,1,8,32.33,15.81,bobo
1984,1,9,34.53,15.29,bobo
1984,1,10,36.18,16.23,bobo
1984,1,11,37.19,17.67,bobo
1984,1,12,36.78,18.68,bobo
1984,1,13,36.18,17.44,bobo
1984,1,14,36.09,17.03,bobo
1984,1,15,36.71,16.57,bobo
1984,1,16,35.09,16.58,bobo
1984,1,17,35.25,17.15,bobo
1984,1,18,35.11,16.33,bobo
1984,1,19,35.53,16.31,bobo
1984,1,20,36.06,16.22,bobo
1984,1,21,36.26,17.04,bobo
1984,1,22,36.52,16.78,bobo
1984,1,23,35.99,15.9,bobo
1984,1,24,35.23,15.44,bobo
1984,1,25,36.13,15.27,bobo
1984,1,26,36.76,16.4,bobo
1984,1,27,37.38,17.31,bobo
1984,1,28,37.8,16.7,bobo
1984,1,29,38.27,17.08,bobo
1984,1,30,36.7,16.8,bobo
1984,1,31,35.64,17.51,bobo
1984,2,1,33.73,16.71,bobo
1984,2,2,34.48,15.9,bobo
1984,2,3,35.25,16.37,bobo
1984,2,4,34.93,16.47,bobo
1984,2,5,33.37,15.58,bobo
1984,2,6,33.79,13.91,bobo
1984,2,7,34.14,14.18,bobo
1984,2,8,34.63,14.37,bobo
1984,2,9,34.94,15.2,bobo
1984,2,10,35.8,15.02,bobo
1984,2,11,37.08,15.34,bobo
1984,2,12,37.19,15.94,bobo
1984,2,13,37.21,16.83,bobo
1984,2,14,37.5,17.08,bobo
1984,2,15,37.8,16.23,bobo
1984,2,16,38.9,17.52,bobo
1984,2,17,38.08,17.85,bobo
1984,2,18,37.98,18.25,bobo
1984,2,19,38.17,17.4,bobo
1984,2,20,38.45,17.1,bobo
1984,2,21,38.9,18.2,bobo
1984,2,22,38.03,19.15,bobo
1984,2,23,37.84,19.32,bobo
1984,2,24,38.06,18.62,bobo
1984,2,25,37.51,20.05,bobo
1984,2,26,38.81,23.03,bobo
1984,2,27,39,25.24,bobo
1984,2,28,39.91,27.81,bobo
1984,2,29,39.67,26.32,bobo
1984,3,1,39.04,23.16,bobo
1984,3,2,35.44,23.87,bobo
1984,3,3,39.81,23.62,bobo
1984,3,4,40.32,24.41,bobo
1984,3,5,37.33,26.3,bobo
1984,3,6,35.47,26.5,bobo
1984,3,7,39.27,25.28,bobo
1984,3,8,34.07,26.6,bobo
1984,3,9,35.73,23.4,bobo
1984,3,10,32.14,24.12,bobo
1984,3,11,27.9,23.71,bobo
1984,3,12,29.12,21.87,bobo
1984,3,13,28.01,21.83,bobo
1984,3,14,36.19,22.48,bobo
1984,3,15,33.63,24.55,bobo
1984,3,16,36.83,23.26,bobo
1984,3,17,37.55,23.1,bobo
1984,3,18,39.2,25.86,bobo
1984,3,19,38.06,25.09,bobo
1984,3,20,38.7,25.26,bobo
1984,3,21,34.39,26.03,bobo
1984,3,22,35.97,25.31,bobo
1984,3,23,34.96,24.62,bobo
1984,3,24,37.82,22.94,bobo
1984,3,25,39.51,22.18,bobo
1984,3,26,39.4,20.57,bobo
1984,3,27,38.5,19.96,bobo
1984,3,28,39.88,20.05,bobo
1984,3,29,40.39,20.9,bobo
1984,3,30,40.76,20.9,bobo
1984,3,31,40.5,21.8,bobo
1984,4,1,40.21,23.47,bobo
1984,4,2,38.94,24.26,bobo
1984,4,3,31.96,26.39,bobo
1984,4,4,33.76,24.49,bobo
1984,4,5,39.66,24.19,bobo
1984,4,6,34.26,24.31,bobo
1984,4,7,35.11,24.44,bobo
1984,4,8,38.05,23.3,bobo
1984,4,9,40.26,24.86,bobo
1984,4,10,38.85,26.41,bobo
1984,4,11,40.13,26.24,bobo
1984,4,12,39.64,26.89,bobo
1984,4,13,39.43,27,bobo
1984,4,14,32,26.39,bobo
1984,4,15,40.13,24.86,bobo
1984,4,16,34.56,24.76,bobo
1984,4,17,37.13,25,bobo
1984,4,18,35.98,25.96,bobo
1984,4,19,37.1,25.24,bobo
1984,4,20,38.8,26.34,bobo
1984,4,21,38.24,26.23,bobo
1984,4,22,40.49,23.27,bobo
1984,4,23,39.66,24.71,bobo
1984,4,24,36.52,25.38,bobo
1984,4,25,36.44,25.1,bobo
1984,4,26,37.17,25.89,bobo
1984,4,27,33.7,25.72,bobo
1984,4,28,31.24,24.55,bobo
1984,4,29,35.37,23.23,bobo
1984,4,30,37.94,24.45,bobo
1984,5,1,35.23,25.33,bobo
1984,5,2,28.2,24.09,bobo
1984,5,3,30.48,22.66,bobo
1984,5,4,38.24,24.09,bobo
1984,5,5,35.05,24.28,bobo
1984,5,6,35.31,24.98,bobo
1984,5,7,36.26,25.36,bobo
1984,5,8,33.36,24.61,bobo
1984,5,9,32.72,24.86,bobo
1984,5,10,33.59,22.87,bobo
1984,5,11,31.25,24.1,bobo
1984,5,12,34.69,22.93,bobo
1984,5,13,35.1,23.19,bobo
1984,5,14,36.4,23.37,bobo
1984,5,15,36.89,23.96,bobo
1984,5,16,32.72,24.54,bobo
1984,5,17,34.33,23.68,bobo
1984,5,18,34.63,21.77,bobo
1984,5,19,35.89,22.4,bobo
1984,5,20,31.85,23.95,bobo
1984,5,21,31.68,23.94,bobo
1984,5,22,34,23.37,bobo
1984,5,23,29.23,23.34,bobo
1984,5,24,34.38,21.97,bobo
1984,5,25,34.01,23.09,bobo
1984,5,26,32.39,23.64,bobo
1984,5,27,31.19,23.65,bobo
1984,5,28,32.83,22.37,bobo
1984,5,29,37.07,23.73,bobo
1984,5,30,29.92,23.87,bobo
1984,5,31,27.82,21.97,bobo
1984,6,1,27.23,22.26,bobo
1984,6,2,32.66,21.15,bobo
1984,6,3,31.26,22.15,bobo
1984,6,4,34.12,21.9,bobo
1984,6,5,33.09,22.28,bobo
1984,6,6,30.84,23.19,bobo
1984,6,7,NA,NA,bobo
1984,6,8,33.44,20.62,bobo
1984,6,9,33.47,22.9,bobo
1984,6,10,32.69,22.22,bobo
1984,6,11,31.71,22.63,bobo
1984,6,12,32.47,23.62,bobo
1984,6,13,33.15,21.83,bobo
1984,6,14,27.64,22.33,bobo
1984,6,15,33.26,22.76,bobo
1984,6,16,35.7,23.51,bobo
1984,6,17,33.84,23.05,bobo
1984,6,18,30.71,22.08,bobo
1984,6,19,35.58,21.24,bobo
1984,6,20,32.65,23.08,bobo
1984,6,21,32.3,21.01,bobo
1984,6,22,30.09,22.55,bobo
1984,6,23,30.46,21.42,bobo
1984,6,24,30.33,21.83,bobo
1984,6,25,32.48,22.1,bobo
1984,6,26,33.51,21.86,bobo
1984,6,27,35.02,22.49,bobo
1984,6,28,32.26,22.31,bobo
1984,6,29,35.1,21.69,bobo
1984,6,30,35.33,21.21,bobo
1984,7,1,30.76,22.46,bobo
1984,7,2,32.44,22.48,bobo
1984,7,3,32.57,22.92,bobo
1984,7,4,34.53,22.49,bobo
1984,7,5,30.63,23.35,bobo
1984,7,6,33.98,22.55,bobo
1984,7,7,30.18,22.97,bobo
1984,7,8,31.52,22.94,bobo
1984,7,9,33.52,22.06,bobo
1984,7,10,33.86,22.15,bobo
1984,7,11,28.5,22.77,bobo
1984,7,12,30.68,20.95,bobo
1984,7,13,33.19,21.18,bobo
1984,7,14,34.5,22.78,bobo
1984,7,15,28.54,23.01,bobo
1984,7,16,28.1,22.45,bobo
1984,7,17,28.97,21.4,bobo
1984,7,18,28.08,21.1,bobo
1984,7,19,32.06,20.82,bobo
1984,7,20,29.22,21.22,bobo
1984,7,21,31.18,20.62,bobo
1984,7,22,30.57,21.23,bobo
1984,7,23,31.65,20.75,bobo
1984,7,24,31.34,22.16,bobo
1984,7,25,30.16,21.64,bobo
1984,7,26,31.65,21.68,bobo
1984,7,27,27.18,22.01,bobo
1984,7,28,28.15,21.96,bobo
1984,7,29,28.91,20.91,bobo
1984,7,30,29.25,22.06,bobo
1984,7,31,29.09,20.95,bobo
1984,8,1,28.69,21.03,bobo
1984,8,2,29.44,21.87,bobo
1984,8,3,28.51,21.71,bobo
1984,8,4,30.54,20.85,bobo
1984,8,5,30.16,22.04,bobo
1984,8,6,29.91,21.56,bobo
1984,8,7,28.2,21.9,bobo
1984,8,8,30.55,20.9,bobo
1984,8,9,29.92,20.8,bobo
1984,8,10,29.71,21.06,bobo
1984,8,11,27.11,21.68,bobo
1984,8,12,28.3,20.66,bobo
1984,8,13,30.53,21.2,bobo
1984,8,14,27.65,22.46,bobo
1984,8,15,30.6,21.2,bobo
1984,8,16,30.91,20.95,bobo
1984,8,17,30.31,20.87,bobo
1984,8,18,30.75,22,bobo
1984,8,19,27.97,21.55,bobo
1984,8,20,28.72,21.08,bobo
1984,8,21,31.16,21.32,bobo
1984,8,22,31.31,20.69,bobo
1984,8,23,28.08,22.03,bobo
1984,8,24,30.37,21.01,bobo
1984,8,25,30.76,21.01,bobo
1984,8,26,30.69,21.99,bobo
1984,8,27,29.84,21.12,bobo
1984,8,28,29.6,21.26,bobo
1984,8,29,32.08,21.34,bobo
1984,8,30,30.61,22.76,bobo
1984,8,31,30.08,21.86,bobo
1984,9,1,27.54,21.89,bobo
1984,9,2,28.37,21.01,bobo
1984,9,3,29.77,19.61,bobo
1984,9,4,28.28,21.12,bobo
1984,9,5,28.26,21.49,bobo
1984,9,6,27.57,20.72,bobo
1984,9,7,29.15,21.68,bobo
1984,9,8,29.51,21.27,bobo
1984,9,9,29.87,21.5,bobo
1984,9,10,28.07,21.99,bobo
1984,9,11,28.39,20.07,bobo
1984,9,12,29.3,20.98,bobo
1984,9,13,26.26,22.05,bobo
1984,9,14,29.04,19.61,bobo
1984,9,15,27.83,20.23,bobo
1984,9,16,29.76,20.6,bobo
1984,9,17,31.37,21.24,bobo
1984,9,18,26.76,21.95,bobo
1984,9,19,27.19,21.55,bobo
1984,9,20,30.54,21.32,bobo
1984,9,21,29.63,21.15,bobo
1984,9,22,27.56,21.4,bobo
1984,9,23,29.7,20.84,bobo
1984,9,24,31.45,20.62,bobo
1984,9,25,31.37,21.44,bobo
1984,9,26,28.76,22,bobo
1984,9,27,28.48,21.32,bobo
1984,9,28,29.3,22.3,bobo
1984,9,29,30.19,21.11,bobo
1984,9,30,26.48,22.4,bobo
1984,10,1,25.74,21.94,bobo
1984,10,2,26.44,20.93,bobo
1984,10,3,26.24,20.73,bobo
1984,10,4,29.05,19.55,bobo
1984,10,5,32.24,20.88,bobo
1984,10,6,30.78,21.54,bobo
1984,10,7,31.76,22.08,bobo
1984,10,8,30.19,21.73,bobo
1984,10,9,29.5,21.25,bobo
1984,10,10,30.37,21.64,bobo
1984,10,11,30.9,22.48,bobo
1984,10,12,29.98,21.33,bobo
1984,10,13,28.85,21.97,bobo
1984,10,14,30.29,21.15,bobo
1984,10,15,30.36,20.79,bobo
1984,10,16,32.18,22.32,bobo
1984,10,17,29.92,21.82,bobo
1984,10,18,30.73,20.97,bobo
1984,10,19,29.1,21.32,bobo
1984,10,20,29.65,21.33,bobo
1984,10,21,32.37,22.03,bobo
1984,10,22,32.59,21.69,bobo
1984,10,23,32.07,21.83,bobo
1984,10,24,31.43,22.01,bobo
1984,10,25,33.12,21.58,bobo
1984,10,26,34.16,20.8,bobo
1984,10,27,34.83,20.54,bobo
1984,10,28,33.75,21.29,bobo
1984,10,29,34.3,21.76,bobo
1984,10,30,33.42,22.07,bobo
1984,10,31,29.76,22.27,bobo
1984,11,1,33.22,20.82,bobo
1984,11,2,32.44,21.63,bobo
1984,11,3,34.64,19.51,bobo
1984,11,4,34.19,17.56,bobo
1984,11,5,33.85,17.35,bobo
1984,11,6,34.62,18.1,bobo
1984,11,7,33.8,21.02,bobo
1984,11,8,32.83,22.67,bobo
1984,11,9,31.94,22.78,bobo
1984,11,10,32.31,21.8,bobo
1984,11,11,31.99,22.33,bobo
1984,11,12,30.55,21.99,bobo
1984,11,13,28.42,22.12,bobo
1984,11,14,30.74,20.58,bobo
1984,11,15,31.27,21.2,bobo
1984,11,16,28.43,20.95,bobo
1984,11,17,33.73,18.94,bobo
1984,11,18,33.9,16.83,bobo
1984,11,19,34.39,16.55,bobo
1984,11,20,33.69,18.81,bobo
1984,11,21,34.69,19.43,bobo
1984,11,22,35.01,20.65,bobo
1984,11,23,34.69,18.51,bobo
1984,11,24,34.22,18.05,bobo
1984,11,25,30.99,17.38,bobo
1984,11,26,33.51,15.29,bobo
1984,11,27,33.51,15.17,bobo
1984,11,28,33.69,17.27,bobo
1984,11,29,34.05,20.08,bobo
1984,11,30,33.5,18.31,bobo
1984,12,1,33.98,19.49,bobo
1984,12,2,34.12,15.26,bobo
1984,12,3,34,14.69,bobo
1984,12,4,34.14,15.03,bobo
1984,12,5,34.47,14.32,bobo
1984,12,6,33.97,16.04,bobo
1984,12,7,33.9,17.89,bobo
1984,12,8,33.28,18.73,bobo
1984,12,9,34.73,16.87,bobo
1984,12,10,34.33,15.73,bobo
1984,12,11,34.45,16.03,bobo
1984,12,12,33.73,15.41,bobo
1984,12,13,32.92,14.87,bobo
1984,12,14,32.7,15.59,bobo
1984,12,15,33.69,15.34,bobo
1984,12,16,33.69,15.4,bobo
1984,12,17,34.43,14.97,bobo
1984,12,18,34.3,15.05,bobo
1984,12,19,33.76,15.18,bobo
1984,12,20,33.85,15.62,bobo
1984,12,21,32.01,14.44,bobo
1984,12,22,31.85,15.44,bobo
1984,12,23,31.99,14.01,bobo
1984,12,24,33.15,13.73,bobo
1984,12,25,32.9,14.32,bobo
1984,12,26,33.62,15.63,bobo
1984,12,27,35.08,17.08,bobo
1984,12,28,34.85,19.98,bobo
1984,12,29,33.46,19.33,bobo
1984,12,30,34.21,17.58,bobo
1984,12,31,33.95,15.73,bobo
1985,1,1,33.27,15.21,bobo
1985,1,2,33.24,16.22,bobo
1985,1,3,34.29,15.7,bobo
1985,1,4,35.46,16.02,bobo
1985,1,5,34.6,16.93,bobo
1985,1,6,35.23,17.64,bobo
1985,1,7,36.26,18.48,bobo
